leagueFK,seasonFK,weekStart,weekEnd,week,playerFK,PlayerPositionFK,playerTeamFK,playerStatusFK,GamesPlayed,ForcedFumbles,FumblesRecovered,FumblesTouchdowns,Completions,PassingAttempts,CompletionPercentage,PassingYards,YardsPerPassAttempt,PassingYardsPerGame,LongestPass,PassingTouchdowns,Interceptions,TotalSacks,SackYardsLost,TotalQBR,PasserRating,AdjustedQBR,RushingAttempts,RushingYards,YardsPerRushAttempt,LongRushing,Yards20PlusRushingPlays,RushingTouchdowns,RushingYardsPerGame,RushingFumbles,RushingFumblesLost,Rushing1stDowns,Receptions,ReceivingTargets,ReceivingYards,YardsPerReception,ReceivingTouchdowns,LongReception,Yards20PlusReceivingPlays,ReceivingYardsPerGame,ReceivingFumbles,ReceivingFumblesLost,ReceivingYardsAfterCatch,ReceivingFirstDowns,SoloTackles,AssistTackles,TotalTackles,Sacks,SackYards,TacklesForLoss,PassesDefended,LongInterception,InterceptionsDefense,InterceptionYards,InterceptionTouchdowns,RushingTouchdowns_duplicate,ReceivingTouchdowns_duplicate,ReturnTouchdowns,TotalTouchdowns,FieldGoals,KickExtraPoints,TotalTwoPointConversions,TotalPoints,TotalPointsPerGame,KickReturns,KickReturnYards,YardsPerKickReturn,LongKickReturn,KickReturnTouchdowns,PuntReturns,PuntReturnYards,YardsPerPuntReturn,LongPuntReturn,PuntReturnTouchdowns,PuntReturnFairCatches,FieldGoalMade,FieldGoalAttempts,FieldGoalPercentage,LongFieldGoalMade,FieldGoalsMade1_19,FieldGoalsMade20_29,FieldGoalsMade30_39,FieldGoalsMade40_49,FieldGoalsMade50Plus,FieldGoalAttempts1_19,FieldGoalAttempts20_29,FieldGoalAttempts30_39,FieldGoalAttempts40_49,FieldGoalAttempts50Plus,ExtraPointsMade,ExtraPointAttempts,ExtraPointPercentage,Punts,PuntYards,LongPunt,GrossAveragePuntYards,NetAveragePuntYards,PuntsBlocked,PuntsInside20,Touchbacks,FairCatches,PuntsReturned,PuntsReturnedYards,AveragePuntReturnYards,row_hash
28,2,2023-12-20,2023-12-27,Week 16,3916074,30,15,1,14,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,43,92,1,9,8,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec5d2cab567ae48043183b5ca8472aff
28,2,2023-12-20,2023-12-27,Week 16,3929950,30,3,1,12,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,38,92,0,0,5,6,1,4,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b7d178bf461343a96ce30befd42e7e4
28,2,2023-12-20,2023-12-27,Week 16,4426422,36,4,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,32,92,1.5,12,5,11,1,2,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db8238b608d8f4a4e6dfc3d63706cdb8
28,2,2023-12-20,2023-12-27,Week 16,3926229,30,28,1,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,44,91,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ee9cf0fc00affc110fa9dab843097db
28,2,2023-12-20,2023-12-27,Week 16,4243956,36,21,1,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,28,91,0,0,2,10,1,2,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c01552e5614329766436d34e2ea0f8fb
28,2,2023-12-20,2023-12-27,Week 16,3124587,30,17,1,14,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,39,90,1,9,4,5,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f0f4bd3af09d393df1b2c5b2b78036c
28,2,2023-12-20,2023-12-27,Week 16,4039254,30,22,13,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,37,90,2,10,9,3,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39b61b9065924e7976706a0231ce33ab
28,2,2023-12-20,2023-12-27,Week 16,3116187,30,17,1,13,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,47,89,4,13,5,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9fb7bef8af187ba08d4f6ca5758f921
28,2,2023-12-20,2023-12-27,Week 16,4240778,30,28,13,13,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,39,89,3,8,8,4,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e36ec0e10124af68d6f7a1bc99723aae
28,2,2023-12-20,2023-12-27,Week 16,4401811,36,17,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,29,88,1.5,9.5,5,5,1,2,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c3babf87544434392771058bef83e00
28,2,2023-12-20,2023-12-27,Week 16,4427278,1,20,1,14,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,6,44,7.3,18,0,1,3.1,1,0,3,15,24,191,12.7,0,36,4,13.6,0,0,72,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd0a8cd5e82b3d1147c4134e2f7cb314
28,2,2023-12-20,2023-12-27,Week 16,4243389,1,23,1,14,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,9,42,4.7,12,0,0,3,0,0,3,17,28,180,10.6,1,72,1,12.9,0,0,73,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0bcd5f5d6cf341ed4198d5d4c9048c49
28,2,2023-12-20,2023-12-27,Week 16,15478,9,13,1,14,,,0,0,0,0,0,0,0,0,0,0,0,0,100,39.6,100,2,25,12.5,26,1,1,1.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45c45cd27eab9e855db003fe9e22ebd9
28,2,2023-12-20,2023-12-27,Week 16,4570674,9,17,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,4,25,6.2,18,0,1,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6f538f6b0fd07060808400384071a0e
28,2,2023-12-20,2023-12-27,Week 16,3925346,9,28,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,2,23,11.5,23,1,0,7.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70fedff86d633166187052f1b5044266
28,2,2023-12-20,2023-12-27,Week 16,4426475,9,25,29,1,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,6,21,3.5,15,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7adc3845d568388a066f12959130f68f
28,2,2023-12-20,2023-12-27,Week 16,4567156,1,10,1,8,,,0,0,0,0,0,0,0,0,0,0,0,0,,39.6,,4,21,5.2,9,0,0,2.6,0,0,0,12,24,185,15.4,0,70,4,23.1,0,0,48,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9f91fbaa26b11bed1deba668b092194
28,2,2023-12-20,2023-12-27,Week 16,3917792,8,19,13,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25425c529254a90f06857c0aaf56e368
28,2,2023-12-20,2023-12-27,Week 16,3917849,7,19,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8af0b692bd9999a6c2beb16daf8fd1f5
28,2,2023-12-20,2023-12-27,Week 16,3919512,36,1,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a5d3805c3247bf47d56c42c70a84846
28,2,2023-12-20,2023-12-27,Week 16,3924365,7,29,13,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f5c8c94dc191dc6858ac02bc3b5f855
28,2,2023-12-20,2023-12-27,Week 16,3925347,9,2,13,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4338c15d285d397d0ae4903efe127ff
28,2,2023-12-20,2023-12-27,Week 16,3929950,30,3,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438b2fe3d102c7478c11de69a4bf5e85
28,2,2023-12-20,2023-12-27,Week 16,3931391,1,4,1,13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595caff5ee006e1a41da81f60789c0db
28,2,2023-12-20,2023-12-27,Week 16,3932430,1,24,1,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6665d0eacc7202064e55d2c07a304466
28,2,2023-12-20,2023-12-27,Week 16,4034779,7,27,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60910c6a919af6fe606fd76d324471d0
28,2,2023-12-20,2023-12-27,Week 16,4035369,32,10,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b52b073b672f42af5ea036464102092
28,2,2023-12-20,2023-12-27,Week 16,4035462,36,19,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b3e9aa21652575f1e68db4c794e59d6
28,2,2023-12-20,2023-12-27,Week 16,4035656,1,14,1,15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c12c9794f53bf1fe074abb2646456ee4
28,2,2023-12-20,2023-12-27,Week 16,4035686,29,13,1,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0a8dd5c273d4914950b815f7c5c2212
28,2,2023-12-20,2023-12-27,Week 16,4036431,9,15,29,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7b8de4d32cf25e738c5d2479bc773fa
28,2,2023-12-20,2023-12-27,Week 16,4037235,1,22,1,13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9fbee84b0b17fdfa3281e2a47afec2c
28,2,2023-12-20,2023-12-27,Week 16,4037333,30,23,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9abbc2526475864b5e1cf2504d75feb
28,2,2023-12-20,2023-12-27,Week 16,4037361,29,25,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8a0b4943b9e1f8953d65f69113727c6
28,2,2023-12-20,2023-12-27,Week 16,4037584,29,20,1,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36bf4e1155e3c95e3732451753f8b3ae
28,2,2023-12-20,2023-12-27,Week 16,4038849,30,16,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f2b931f55c8ae6414da29bf112ac7ca
28,2,2023-12-20,2023-12-27,Week 16,4039160,7,11,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237cf9c493f4e405231bcaa1e4d06989
28,2,2023-12-20,2023-12-27,Week 16,4040608,30,7,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d80c9870e6408383c341332e59c74975
28,2,2023-12-20,2023-12-27,Week 16,4040655,1,3,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ed5bc541ff8e4b9094e49a4f33fe0cb
28,2,2023-12-20,2023-12-27,Week 16,4040980,7,4,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114dc3328c44ddf218031304b54162f5
28,2,2023-12-20,2023-12-27,Week 16,4043130,30,26,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899532ce798d41eaf795fae3ab18a882
28,2,2023-12-20,2023-12-27,Week 16,4044133,36,29,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190759e1d47f41144e0e266bd70dda8
28,2,2023-12-20,2023-12-27,Week 16,4045163,9,29,1,13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab52a54f14e6beec8ecbcbb64c06bef8
28,2,2023-12-20,2023-12-27,Week 16,4046692,1,15,1,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef489304be75b5f09742a83767ef77fb
28,2,2023-12-20,2023-12-27,Week 16,4212909,1,27,1,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3eba00ff70f6bf03c1e912856cf269c
28,2,2023-12-20,2023-12-27,Week 16,4239833,29,30,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4e52fcd511f7d4a593674c805bead58
28,2,2023-12-20,2023-12-27,Week 16,4239934,9,9,1,13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46d524a5e9ac9910f2c137c300cae24a
28,2,2023-12-20,2023-12-27,Week 16,4240255,30,11,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75587c430ed381eb4d8800d8d0ffe580
28,2,2023-12-20,2023-12-27,Week 16,4240391,8,19,1,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94694cc42f905758a3f13d2d6989bc6f
28,2,2023-12-20,2023-12-27,Week 16,4240573,1,29,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8bb31571b579b26e147117c510e9e473
28,2,2023-12-20,2023-12-27,Week 16,4240585,31,2,1,13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951fc9173b37d9177cdfa47f08ad1eba
28,2,2023-12-20,2023-12-27,Week 16,4240600,1,12,1,13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44984f389aeb4565d8ca8ce16eb42ac2
28,2,2023-12-20,2023-12-27,Week 16,4240703,8,23,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5989e8ed29031c2ffc761280514dedfe
28,2,2023-12-20,2023-12-27,Week 16,4240706,36,19,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7876a13e8d9d473af2b5f9319de6b14
28,2,2023-12-20,2023-12-27,Week 16,4241007,30,18,1,15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa2d2ace8933706b97c0190c30684b8d
28,2,2023-12-20,2023-12-27,Week 16,4241373,29,26,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892002efc88cb754e6ba2bf26000759e
28,2,2023-12-20,2023-12-27,Week 16,4241424,1,33,1,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2379ce4adf72a88ab080e4c9eed35d8
28,2,2023-12-20,2023-12-27,Week 16,4241463,1,7,1,13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac07770081f6ce2dd4fd832e5a215455
28,2,2023-12-20,2023-12-27,Week 16,4241985,9,33,13,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31104a3c19ef249322d41fcd4bd0faf2
28,2,2023-12-20,2023-12-27,Week 16,4242392,7,8,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076b6926c41c7a85cc248e31b2f09003
28,2,2023-12-20,2023-12-27,Week 16,4242516,29,6,1,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14b389a336db5d32790cd36e81b485cf
28,2,2023-12-20,2023-12-27,Week 16,4242557,7,26,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b21ab8991500292948e97cd0b3f6265e
28,2,2023-12-20,2023-12-27,Week 16,4243253,29,3,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2398397a4671c5928ee11fb06d61114a
28,2,2023-12-20,2023-12-27,Week 16,4243328,29,10,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592c0cf479927388911b0cbee51ee4d8
28,2,2023-12-20,2023-12-27,Week 16,4243389,1,23,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e73fef30ef837aa631f89fb11850b19d
28,2,2023-12-20,2023-12-27,Week 16,4244049,7,2,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4daab7ae50cd9724012694bb8d5ed9cf
28,2,2023-12-20,2023-12-27,Week 16,4247726,36,12,13,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a46ec0096620fc966d62699dc0c37e6d
28,2,2023-12-20,2023-12-27,Week 16,3051876,7,30,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,18,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6cc268d7849e9a384c8d26a4f5c6a26
28,2,2023-12-20,2023-12-27,Week 16,3115394,1,29,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,18,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c09106fe39338e74a5f276db72c5b77f
28,2,2023-12-20,2023-12-27,Week 16,3121422,1,28,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,18,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553477041996ce42252fbd8917cdf107
28,2,2023-12-20,2023-12-27,Week 16,3895856,1,30,13,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,18,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70a27236efd2a69117e128e090503604
28,2,2023-12-20,2023-12-27,Week 16,3911853,7,7,1,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,18,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a7edfe854ee5cfdc061c7fa377d5637
28,2,2023-12-20,2023-12-27,Week 16,3917315,8,22,1,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,0,0,0,18,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa5409775e9ac9309334894f22f0efc1
28,2,2023-12-20,2023-12-27,Week 16,3918639,7,24,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,18,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ffa6c98f8e8de0f4d8f602a664097d6
28,2,2023-12-20,2023-12-27,Week 16,3929645,7,18,1,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,18,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970a87e26b214da10ad326cdeebd6c14
